DATE,daily_demand,national_temp_avg,lag_1,lag_7,lag_14,lag_30,roll_mean_7,roll_std_7,diff_1,pct_change_7,HDD,CDD,temp_lag_1,temp_lag_3,day_of_week,month,year,dow_sin,dow_cos,month_sin,month_cos
2016-04-10,1203766,6.3375,1287665.0,1237900.0,1102343.0,1597113.0,1369518.142857143,92847.53718225185,-83899.0,-0.02757411745698357,11.6625,0.0,8.275,8.54375,6,4,2016,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
2016-04-11,1419741,9.5375,1203766.0,1442047.0,1226484.0,1421028.0,1366331.5714285714,90291.02166856093,215975.0,-0.015468289175040728,8.4625,0.0,6.3375,7.275,0,4,2016,0.0,1.0,0.8660254037844387,-0.4999999999999998
2016-04-12,1454849,10.4,1419741.0,1394417.0,1447560.0,1335648.0,1374964.7142857143,96124.60432292112,35108.0,0.04333854220079081,7.6,0.0,9.5375,8.275,1,4,2016,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-13,1412585,8.825,1454849.0,1367598.0,1460308.0,1507729.0,1381391.4285714286,97049.41710258929,-42264.0,0.0328949004020187,9.175,0.0,10.4,6.3375,2,4,2016,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-14,1425300,8.43125,1412585.0,1452615.0,1443060.0,1599859.0,1377489.2857142857,94216.16514292076,12715.0,-0.01880401895891204,9.56875,0.0,8.825,9.5375,3,4,2016,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2016-04-15,1470564,7.975,1425300.0,1438519.0,1418709.0,1555723.0,1382067.142857143,98363.01271892205,45264.0,0.022276382863208655,10.025,0.0,8.43125,10.4,4,4,2016,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-16,1279115,6.88125,1470564.0,1287665.0,1261026.0,1542711.0,1380845.7142857143,99773.60168186479,-191449.0,-0.006639925757087495,11.11875,0.0,7.975,8.825,5,4,2016,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2016-04-17,1220525,5.86875,1279115.0,1203766.0,1237900.0,1617465.0,1383239.857142857,94898.2018909885,-58590.0,0.013922141014117262,12.13125,0.0,6.88125,8.43125,6,4,2016,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
2016-04-18,1428292,8.99375,1220525.0,1419741.0,1442047.0,1447211.0,1384461.4285714286,95499.50158832762,207767.0,0.00602292953433059,9.00625,0.0,5.86875,7.975,0,4,2016,0.0,1.0,0.8660254037844387,-0.4999999999999998
2016-04-19,1393844,10.3875,1428292.0,1454849.0,1394417.0,1384046.0,1375746.4285714286,90666.87440084774,-34448.0,-0.04193218677677202,7.612500000000001,0.0,8.99375,6.88125,1,4,2016,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-20,1343299,8.6625,1393844.0,1412585.0,1367598.0,1547394.0,1365848.4285714286,89752.30278356405,-50545.0,-0.04904908377195005,9.3375,0.0,10.3875,5.86875,2,4,2016,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-21,1373303,7.1625000000000005,1343299.0,1425300.0,1452615.0,1561414.0,1358420.2857142857,86088.80615913449,30004.0,-0.03648144250333263,10.837499999999999,0.0,8.6625,8.99375,3,4,2016,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2016-04-22,1413209,8.15625,1373303.0,1470564.0,1438519.0,1583461.0,1350226.7142857143,75744.46464421324,39906.0,-0.03900204275366459,9.84375,0.0,7.1625000000000005,10.3875,4,4,2016,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-23,1223181,5.9375,1413209.0,1279115.0,1287665.0,1530735.0,1342236.142857143,86660.38746438107,-190028.0,-0.04372867177697082,12.0625,0.0,8.15625,8.6625,5,4,2016,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2016-04-24,1219098,6.99375,1223181.0,1220525.0,1203766.0,1233875.0,1342032.2857142857,86995.445818954,-4083.0,-0.0011691690051411907,11.00625,0.0,5.9375,7.1625000000000005,6,4,2016,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
